Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Name
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,179.94,6,0,75.5748,Joseph Pugh
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,26.85,3,0,5.1015,Alexis Conrad
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,323.37,3,0,129.348,Walter Pratt
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,59.94,3,0,28.1718,Angela Salazar
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,64.14,3,0,30.7872,Amy Lowe
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,11.67,3,0,5.6016,Amy Davidson
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,12.96,2,0,6.2208,Morgan Hernandez
Standard Class,Consumer,United States,Norfolk,Nebraska,68701,Central,Office Supplies,Binders,17.43,3,0,8.0178,Dr. Michael Williams
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,181.986,2,0.3,-54.5958,Kristine Ward
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.592,2,0.8,-2.6268,Johnathan Long
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,22.344,3,0.2,2.5137,Megan James
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Tables,455.97,6,0.5,-218.8656,Melissa Holland
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,10.44,6,0.7,-7.656,Angie Chapman
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,5.214,2,0.7,-4.1712,Brooke Terry
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,67.4,5,0,17.524,Linda Petersen
First Class,Consumer,United States,Draper,Utah,84020,West,Furniture,Furnishings,25.16,2,0,10.5672,Jeffrey Hawkins
First Class,Consumer,United States,Draper,Utah,84020,West,Technology,Phones,126.56,4,0.2,47.46,Charles Cain
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,43.68,3,0,11.7936,Susan Williams
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,139.93,7,0,34.9825,Amanda Davis
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,2.672,1,0.2,0.334,Lynn Herring
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123,Brian Whitaker
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Accessories,79.512,3,0.2,20.8719,Stephen Fitzgerald
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,David Williams
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987,Matthew Alvarez
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,10.16,2,0,3.4544,Anthony Johnson
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Furniture,Furnishings,6.16,2,0,1.9712,Christine Knight
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,56.3,2,0,15.764,Michael Warner
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,6.48,1,0,3.1104,Carrie Bishop
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Storage,1325.85,5,0,238.653,Gregory Sanchez
Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Labels,14.94,3,0,6.8724,Nicolas Sullivan
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,34.54,1,0,17.27,Charles Gonzalez
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Technology,Copiers,2999.95,5,0,1439.976,Heather Kennedy
Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,64.12,4,0,30.7776,Gina Good
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,2.1888,Joshua Harris
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,209.986,2,0.3,8.9994,Robert Miller
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,29.76,5,0.2,1.86,Tina Spears
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,89.768,1,0.3,-2.5648,Amanda Peters
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Copiers,959.984,2,0.2,335.9944,Mark Black
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,Dr. Jacqueline Johnson DDS
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,34.36,1,0.2,-7.3015,Joel Rivera
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,98.376,3,0.2,35.6613,Paul Smith
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,29.94,4,0.7,-23.952,Kristina Wilcox
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,17.472,3,0.2,5.6784,Eric Price
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,36.738,1,0.4,-9.1845,Billy Page
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,179.94,2,0.4,-44.985,Brenda Buchanan
Standard Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,383.64,6,0,122.7648,Faith Cabrera
Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,56.52,3,0,15.8256,Steven Clark
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,6.56,2,0,1.9024,Lisa Davis
Second Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,243.92,5,0.2,-15.245,Jennifer Morales
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,47.52,9,0,22.8096,Jill Sherman
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,19.98,1,0,8.5914,Janet Ortiz
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Art,8,5,0,3.44,Mark Miranda
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,6.16,2,0,1.9712,Rebecca Hill
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,83.56,4,0,1.6712,Cindy Oconnor
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,546.06,3,0,163.818,Lisa Ellis
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,269.49,3,0,5.3898,James Brewer
First Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Fasteners,10.9,5,0,3.597,Cheryl Hughes
Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Binders,6.096,2,0.2,2.2098,Angel Anderson
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,34.05,3,0,9.534,Ruth Castillo
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,352.38,2,0,81.0474,Sharon Castillo MD
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Chairs,245.98,2,0,27.0578,Robert Miller
Second Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,18.94,1,0,9.47,Joseph Freeman
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,59.913,7,0.7,-45.9333,Kim Jenkins
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,391.98,2,0,109.7544,Norma Fisher
Same Day,Corporate,United States,Lawrence,Massachusetts,1841,East,Technology,Phones,437.85,3,0,131.355,Caroline Chambers
Standard Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,68.62,2,0,32.2514,Joseph Pugh
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Supplies,25.02,3,0,6.5052,Thomas Alexander
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,10.71,3,0,2.7846,Tony House
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,55.984,2,0.2,4.1988,Brooke Terry
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,14.48,5,0.2,4.887,Richard Morales
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,142.488,3,0.2,-3.5622,William Martinez
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,14.16,1,0.2,1.062,Norma Mooney
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,79.92,5,0.2,27.972,Bobby Flores
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,590.352,6,0.2,206.6232,Miss Angela Swanson DVM
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Furnishings,17.088,2,0.2,1.068,Darrell Johns
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,98.392,1,0.2,-11.0691,Allen Bailey
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,11.05,5,0,2.9835,Austin Heath
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,7.78,2,0,2.0228,Thomas Alexander
Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,659.9,2,0,217.767,Jennifer Crawford
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,53.04,3,0.2,-4.641,John Boyd
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,843.9,2,0,371.316,Jesus Spencer
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Technology,Accessories,1496.16,9,0,224.424,Regina Stewart
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,117.96,2,0,5.898,Jonathon Gibson
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,21.3,5,0,8.733,Miss Angela Swanson DVM
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Appliances,1040.8,5,0,281.016,Kimberly Smith
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,29.34,6,0,7.9218,Nicholas Flores
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,19.52,2,0.2,5.368,Jeremy Wood
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,443.92,4,0,8.8784,Sherry Simpson
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Technology,Accessories,499.95,5,0,174.9825,Brooke Hurst
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Art,3.04,1,0,1.0336,Russell Jones
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Chairs,201.96,2,0,50.49,Kim Jenkins
Standard Class,Corporate,United States,La Crosse,Wisconsin,54601,Central,Furniture,Furnishings,68.64,11,0,17.16,Tina Spears
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,100,4,0,21,Matthew Moore
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,359.98,2,0,21.5988,Megan James
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,6.16,2,0,2.9568,Michelle Kelley
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,2348.82,9,0,399.2994,Albert Williams
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Labels,13.872,6,0.2,4.6818,Debbie Hall
Standard Class,Corporate,United States,Miami,Florida,33180,South,Furniture,Chairs,273.552,3,0.2,-13.6776,Marc Williams
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,815.292,9,0.4,-339.705,Michele Hunt
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Accessories,234.45,3,0,103.158,Julie Williams
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Tables,1256.22,6,0,75.3732,Jennifer Bates
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,17.46,2,0,8.2062,Richard Jones
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.528,7,0.2,3.6848,Stephanie Lawrence
First Class,Home Office,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Binders,152.8,5,0,76.4,Charles Cain
Standard Class,Home Office,United States,La Mesa,California,91941,West,Office Supplies,Binders,82.56,5,0.2,28.896,Kimberly Hoover
Standard Class,Home Office,United States,La Mesa,California,91941,West,Technology,Accessories,284.97,3,0,85.491,Danielle Castro
Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Furnishings,60.84,3,0,23.1192,Jennifer Torres
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,1325.76,6,0.2,149.148,Victoria Hubbard
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,572.16,3,0.2,35.76,Jonathan Hogan
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,28.8,9,0.2,10.08,Dustin Greer
First Class,Home Office,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,11.12,4,0,2.8912,Michael Murphy
Second Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,7.04,4,0,3.0976,Sean Morrow
Second Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,17.94,3,0,8.7906,Lauren Parsons
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,34.76,5,0.2,11.297,Albert Williams
Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Furniture,Furnishings,74.45,5,0,20.1015,Paul Smith
Standard Class,Corporate,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,192.22,14,0,69.1992,Jonathan Hogan
Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,19.44,3,0,9.3312,Connie Decker
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Paper,32.4,5,0,15.552,Mark Mitchell
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Envelopes,57.9,5,0,28.95,Danny Williams
Second Class,Corporate,United States,Apple Valley,California,92307,West,Office Supplies,Storage,10.56,2,0,0,Javier Prince
Second Class,Corporate,United States,Apple Valley,California,92307,West,Furniture,Bookcases,1194.165,5,0.15,210.735,Carrie Bishop
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,40.99,1,0,20.0851,Mitchell Smith
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Art,2.94,1,0,0.7938,Jessica Thompson
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Binders,45.24,4,0.7,-30.16,Juan Yang
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,18.688,4,0.2,2.336,Michael Simmons
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Paper,11.648,2,0.2,3.7856,Gloria King
First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Accessories,112.776,3,0.2,-8.4582,Chad Price
First Class,Home Office,United States,Salem,Oregon,97301,West,Furniture,Tables,377.45,5,0.5,-264.215,Joshua Harris
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Labels,15.936,4,0.2,5.1792,Jesse Silva
First Class,Home Office,United States,Salem,Oregon,97301,West,Technology,Phones,28.68,3,0.2,-7.17,Jasmine Williams
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,21.44,2,0.2,7.504,Tina Spears
Standard Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,511.056,9,0.2,-95.823,Victoria Hernandez MD
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,18.656,2,0.2,1.3992,Theodore Mcgrath
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Binders,11.088,7,0.7,-8.1312,Michael Simmons
